memory_cap,memory_condition,mode,target_similarity,scored_similarity,observable_similarity,memory_similarity,arbiter_similarity,nearest_non_target,dominance,closure_gain,recovered,scored_recovered,competitor_won,false_positive,observable_alias_chance,count
0.5,adversarial_memory,arbiter_only,0.08559714205056365,0.08559714205056365,0.015095085097264352,-0.12903863696296797,0.08559714205068224,0.1743651461521321,-0.08876800410156846,0.0705020569532993,0.3056640625,0.3056640625,0.6943359375,0.0,0.25,2048
1.0,adversarial_memory,overdriven_arbiter,0.0862670899038854,0.0862670899038854,0.01622765670628164,-0.19786970476634974,0.11497394968936503,0.2125947790928823,-0.12632768918899692,0.07003943319760375,0.26171875,0.26171875,0.73828125,0.0,0.25,2048
0.5,memory_swap,shuffled_label_control,0.13919128299485498,0.12785141126542368,0.015095085097264352,0.01690628505995417,0.016333500964227286,0.023095579619508807,0.11609570337534617,0.12409619789759062,0.251708984375,0.2344970703125,0.748291015625,0.2344970703125,0.25,16384
0.5,shuffled_memory,shuffled_label_control,0.18684509510533331,0.18091206397566056,0.015095085097264352,0.11650563104477145,0.1014040245769431,0.2258034420889996,-0.0389583469836663,0.17175001000806894,0.24261474609375,0.23321533203125,0.75738525390625,0.23321533203125,0.25,16384
1.0,shuffled_memory,shuffled_label_control,0.2078130489972901,0.20263926439624227,0.01622765670628164,0.14964664824669904,0.1349784767780956,0.36572682503383896,-0.15791377603654888,0.19158539229100846,0.2421875,0.23291015625,0.7578125,0.23291015625,0.25,16384
0.5,wrong_coherent_memory,shuffled_label_control,0.13919128299485498,0.12904964414302497,0.015095085097264352,0.01690628505995417,0.016333500964227286,0.023095579619508807,0.11609570337534617,0.12409619789759062,0.251708984375,0.232666015625,0.748291015625,0.232666015625,0.25,16384
1.0,wrong_coherent_memory,shuffled_label_control,0.13618582533409854,0.1255003762040379,0.01622765670628164,0.009515345633174738,0.008783392282221303,0.022729770167898334,0.1134560551662002,0.1199581686278169,0.25152587890625,0.2308349609375,0.74847412109375,0.2308349609375,0.25,16384
1.0,adversarial_memory,shuffled_label_control,0.11274640905975222,0.16376726628671873,0.01622765670628164,-0.19786970476634974,0.11497394968936503,0.22100189454914776,-0.10825548548939554,0.09651875235347059,0.2718505859375,0.23016357421875,0.7281494140625,0.23016357421875,0.25,16384
0.5,adversarial_memory,shuffled_label_control,0.12597787401063876,0.15163661747245988,0.015095085097264352,-0.12903863696296797,0.08559714205068224,0.13154257626055718,-0.005564702249918409,0.11088278891337441,0.25103759765625,0.229248046875,0.74896240234375,0.229248046875,0.25,16384
1.0,destroyed_memory,speed_only_no_memory,0.05422701834068935,0.05422701834068935,0.01622765670628164,0.11232176268805426,0.11265615558128772,0.17207938302101045,-0.1178523646803211,0.03799936163440771,0.22900390625,0.22900390625,0.77099609375,0.0,0.25,2048
1.0,memory_swap,shuffled_label_control,0.13618582533409854,0.12718616542989564,0.01622765670628164,0.009515345633174738,0.008783392282221303,0.022729770167898334,0.1134560551662002,0.1199581686278169,0.25152587890625,0.228271484375,0.74847412109375,0.228271484375,0.25,16384
1.0,adversarial_memory,speed_only_no_memory,0.05513823226849091,0.05513823226849091,0.01622765670628164,-0.19786970476634974,0.11497394968936503,0.17332374439136114,-0.11818551212287023,0.038910575562209275,0.2216796875,0.2216796875,0.7783203125,0.0,0.25,2048
0.5,destroyed_memory,shuffled_label_control,0.17961785093629615,0.1299293500190592,0.015095085097264352,0.09505406991104468,0.08878150328396497,0.026535833219456982,0.15308201771683916,0.1645227658390318,0.3486328125,0.2183837890625,0.6513671875,0.2183837890625,0.25,16384
